User ID,Predicted User Category,Recommended News Category,Recommended Article
U2802,user_1,Entertainment,Matthew McConaughey At Sundance: 'Mud' Star Will Never Give Up His 'All Right' Catchphrase
U3606,user_3,Crime,Another Gun Just Went Off In A School
U5050,user_1,Entertainment,Lili Reinhart Recalls Co-Worker Who 'Tried To Force Himself' On Her In Emotional Post
U0612,user_3,Crime,"Bail Set At $1.2 Milion For Ebony Wilkerson, Mom Who Allegedly Drove Kids Into Ocean"
U0664,user_1,Entertainment,Lauren Conrad Is A Beautiful Summer Bridesmaid
U5623,user_2,Education,3 Ways To Build Students' Analog Skills In The Era Of The Emoticon
U7018,user_3,Crime,Suspected Killer Of Little Girl Worked For Police
U9541,user_3,Crime,5-Year-Old Boy With Autism Vanishes Without Shoes Or Coat
U2003,user_2,Education,"On My First Friend, Kindergarten, And Diversity"
U4472,user_2,Education,Inheriting the Greek Language
U7162,user_2,Education,"Kids Are In School for About 15,000 Hours - Does How They Spend That Time Make a Difference?"
U1793,user_1,Entertainment,Go See '20th Century Women' This Weekend To Support Planned Parenthood
U0217,user_3,Crime,Memphis Police Find Almost 200 Misplaced Rape Kits From '70s
U1921,user_3,Crime,"Baltimore Tourist Robbed, Beaten On St. Patrick's Day, As Attack Caught On Camera (VIDEO)"
U3323,user_3,Crime,911 Dispatcher Tells Rape Victim To 'Quit Crying' (AUDIO)
U6426,user_3,Crime,"3 People Hurt In Alabama Church Shooting, Suspect Arrested"
U9256,user_3,Crime,A Mosque In Rhode Island Was Vandalized After The Nice Attacks
U3141,user_2,Education,"Inspired By Skid Row, Educator Opening Charter To Help LA's Homeless Children And Families"
U8824,user_1,Entertainment,Zaki's Review: Kingsman: The Golden Circle
U2321,user_2,Education,NCEE's Marc Tucker: Public Education Needs Accountability Overhaul
U9957,user_1,Entertainment,Here's What To Watch On Netflix Over The Holidays
U0805,user_1,Entertainment,'The Gray Man' Trailer: Gosling vs. Evans In Netflix's Most Expensive Movie Ever Made
U5336,user_3,Crime,"Lester And Petra Huffmire, Anaheim Couple, Allegedly Imprisoned Children In Mobile Home"
U3959,user_3,Crime,Man Accused Of Calling In Bomb Threats After Missing Flight
U7788,user_2,Education,The Compelling Need to Improve the Higher Education Value Equation
U8319,user_3,Crime,Police Arrest Mother Of Newborn Found Buried Alive
U0040,user_1,Entertainment,10 Albums That Need To Come Out Now
U7973,user_3,Crime,"Police Pull Over Swerving Stolen Van, Find Kids With Taped Mouths Inside"
U5080,user_2,Education,Should Schools Ban Cellphones?
U8377,user_3,Crime,"Angel Statue Beheaded At Church, $2 Million Relic Stolen"
U2334,user_3,Crime,"Woman's Last Words Before Alleged Killing: 'Whoa, You Scared Me'"
U0619,user_1,Entertainment,'SNL' Says Target Is Your Safe Space This Thanksgiving
U8383,user_1,Entertainment,This 'Harry Potter' Fan Film About Voldemort's Rise Is Better Than You Think
U8396,user_2,Education,Free Speech on Campus
U8411,user_3,Crime,Some Guy At A 'Muslim-Free' Gun Shop Accidentally Shot Himself
U7972,user_3,Crime,"New York Bomber Sought An ISIS-Inspired Attack With Failed Device, Investigators Say"
U3729,user_1,Entertainment,You Just Kinda Wasted My Precious Time: Dylan's Cold Apperance on Letterman a Let-Down
U5512,user_3,Crime,Oil Boom Leads To Crime Spike In Western State
U7290,user_1,Entertainment,The Worst Movies Of The Year
U1819,user_1,Entertainment,Burger King Flame-Grills Kanye West Over His Love For McDonald's
U0698,user_1,Entertainment,Andrew Garfield Confirms Method Acting Is Possible Without 'Being An Asshole'
U4998,user_1,Entertainment,TV Land Pulls 'Cosby Show' Repeats
U0437,user_2,Education,An Homage to 'Teachers'
U4345,user_2,Education,Our Fight for Justice
U1855,user_3,Crime,"Lac-Megantic Explosions, Fire Sparked By Train Derailment (PHOTOS, VIDEO)"
U0955,user_3,Crime,"Limbo For Michael Slager, Ex-Cop Filmed Shooting Walter Scott In The Back"
U5818,user_3,Crime,Deputies Fatally Shoot 6-Year-Old In His Home While Firing At Suspect
U3543,user_1,Entertainment,Nora Ephron's Lessons About Love: 10 Things The Legendary Writer And Director Taught Us
U4127,user_2,Education,9 Moves Every Twenty-Something Should Make to Be More Successful
U8641,user_2,Education,Flawed Voucher Plans Foreshadow Trump Administration's School 'Reforms'
U2191,user_3,Crime,"Street Magician Tried To Make Woman's Bikini Disappear, Police Say"
U7218,user_3,Crime,Woman Impaled By Umbrella While Celebrating Birthday At The Beach
U3426,user_3,Crime,Hero Firefighter Rescues 4-Year-Old Girl After She Falls From A Moving Bus
U6063,user_3,Crime,James Holmes Defense Make Final Appeal For Mercy
U0722,user_3,Crime,"Massachusetts Policeman Slain, Suspect Killed After Manhunt"
U3379,user_3,Crime,Officer Killed In Hit-And-Run
U1456,user_2,Education,This Bronx Educator Reminds Us Why Good Teachers Are Simply The Best
U4783,user_2,Education,The Character of My Boat
U4951,user_2,Education,Ohio Charter E-Schools Under Investigation
U9877,user_2,Education,"EduScholar Rankings: Where Education Policy Should Be Going, Versus Where It Is"
U7491,user_1,Entertainment,Isaac Hempstead Wright AKA Bran Had A Very Casual Response To 'Game Of Thrones' Finale
U2236,user_1,Entertainment,John Legend Sings As Chrissy Teigen Gets Her Ear Pierced
U6637,user_1,Entertainment,Kim Kardashian Recalls The Exact Moment She Found Out Rob Was Engaged
U2323,user_2,Education,Welcome Back To School: Listen To The Teachers
U4290,user_2,Education,Internship Ideas For Aspiring Journalists (Besides Editorial)
U0817,user_2,Education,Director Of Christian Organization Calls On Christians To Support Public Schools
U8658,user_3,Crime,"Georgia Executes Kenneth Earl Fults, Man Who Killed Neighbor"
U9264,user_1,Entertainment,Movie review: Wallander: The Revenge
U1011,user_2,Education,The Alt-Right Curriculum
U5631,user_1,Entertainment,This Is Spine-Tingling Good News For 'Stranger Things' Fans
U6999,user_3,Crime,"After Planned Parenthood Shooting, Another American Community Mourns"
U1270,user_2,Education,"By Trying to Reduce Class Sizes, We're Solving the Wrong Problem"
U1089,user_2,Education,Who Pays for Our Kids' Education?
U9266,user_3,Crime,Sharp-Eyed California Bus Driver Saves Boy Kidnapped From Library
U9655,user_3,Crime,Good News For Officer Shot In Face During Stop
U2603,user_2,Education,Godzilla vs. Godot
U1454,user_2,Education,Why Teachers Weren't Invited to the Table
U7274,user_3,Crime,Mom Arrested After Police Find Crying Child In Car Outside Maryland Casino On New Year's Eve
U6336,user_2,Education,16 Reasons Why I Love to Teach Creative Writing
U7524,user_3,Crime,Tina Alberson Guilty Of Causing Stepson Jonathan James' Dehydration Death
U6080,user_1,Entertainment,Blue Ivy Was The Highlight Of Beyoncé's VMAs Performance
U1354,user_1,Entertainment,'Gone Girl' Trailer Shows Anticipated Adaptation In New Light
U2867,user_1,Entertainment,"Writer Justin Sayre's 'I'm Gorgeous Inside' Is A Reclamation Of Sexuality, And An Ode To 'Nasty Women'"
U0515,user_3,Crime,Passenger Disarms Knife Attacker On London Bus In Dramatic Struggle
U4544,user_3,Crime,"Jaden Hanson, Abducted 3-Year-Old, Rescued In Missouri"
U4195,user_1,Entertainment,Dierks Bentley Weighs In On The 'Girl Crush' Country Radio Controversy
U0220,user_3,Crime,Domestic Murder and Murder-Suicide: It's Not About the Relationship
U8303,user_2,Education,Deconstructing The New SAT
U2858,user_2,Education,"For Mother's Day, Moms Need Quality Early Learning Opportunities"
U7269,user_3,Crime,Florida Extends 'Stand Your Ground' To Cover Warning Shots
U8880,user_2,Education,Where's the Science in Science Education?
U9717,user_2,Education,There's a Diploma for That
U9427,user_1,Entertainment,The Secret To Making 'Magic Mike XXL' Star Channing Tatum Strip
U1868,user_2,Education,DeVos Department Meeting Again Stalls Over Opposition To Livestreaming
U8176,user_3,Crime,Man Exonerated After 30 Years On Death Row
U8457,user_2,Education,Startup Students: A Look At How Teachers Can Invest In GenDIY
U0422,user_3,Crime,Police Hunt For California Couple Missing On Big Sur Trip
U6519,user_2,Education,DeVos Department Stacks Negotiations Deck With For-Profit College Lawyers
U8822,user_3,Crime,Man Fatally Stabs 3-Year-Old Daughter Before Hanging Himself In Murder-Suicide: Police
U2330,user_1,Entertainment,New Album From Jay-Z Offers Highs And Lows
U0774,user_1,Entertainment,Matthew McConaughey Goes Full McConaughey While Talking Bourbon
U1259,user_2,Education,News For High Schools: Digital Media Plus Teaching Equals Support For Freedom
U7451,user_3,Crime,Mom Charged In Disabled Child's Death Could Get $1 Million
U8284,user_2,Education,Holding Universities Accountable
U7912,user_1,Entertainment,Melissa McCarthy Shares The Ultimate Girl Power Photo From The Set Of 'Ghostbusters'
U1182,user_3,Crime,Man Claims He's Infamous Alcatraz Escapee In Newly Surfaced Letter
U8023,user_1,Entertainment,"Kids Tell Their Overweight Father:  'Daddy, I Don't Want You To Die'"
U7700,user_2,Education,"The Trump Education Budget Will Dangerously Favor ""Fast Food"" Teachers"
U9524,user_3,Crime,"Justin Kowalczik, 17-Month-Old, Found Dead, Buried In Long Island Backyard; Robert Rodriguez Eyed"
U5862,user_1,Entertainment,Steely Dan Founder Donald Fagen Charged With Assaulting Wife
U3452,user_1,Entertainment,HBO Might Be Coming After You If You Watched Those Leaked Episodes
U2604,user_3,Crime,"Colorado Springs Shooting Rampage Leaves 4 Dead, Including Gunman"
U6376,user_2,Education,Arts Based Learning of STEM Works Says NSF Funded Research Firm
U9900,user_1,Entertainment,We Dare You Not To Laugh At This Ridiculous 'Doctor Who' Video
U3693,user_1,Entertainment,"James Corden Delivers Powerful, Heartfelt Message On The Tragedy In Barcelona"
U4454,user_2,Education,Making Students Pledge To The Test
U2354,user_3,Crime,17-Year-Old Allegedly Kills Staffer In Escape Attempt From Troubled-Teen Facility
U0764,user_1,Entertainment,'Farmland' Should Win Awards as Best Documentary
U6044,user_2,Education,Betsy DeVos And Her 2015-16 School Choice Yearbook
U3366,user_1,Entertainment,Kris Jenner Celebrated Her 59th Birthday In Vegas
U8304,user_1,Entertainment,Blue Ivy Tells Beyoncé And Jay-Z To Quiet Down At The Grammys
U8296,user_2,Education,A Teacher's Unlikely Crush (on an eReader)
U9972,user_1,Entertainment,"Sally Field Doesn't Know How To Strike A Pose In This Extended 'Hello, My Name Is Doris' Scene"
U3367,user_3,Crime,"Lax Supervision Plagued Officer Sex Cases, AP Investigation Finds"
U5901,user_2,Education,Thomas Whitby's Ascent As a Connected Educator
U2729,user_2,Education,Testing Opt Out: Parent Wants Conference; School Calls Police *Just in Case*
U8362,user_2,Education,Teaching About Totality and about Charlottesville
U7575,user_1,Entertainment,Taylor Swift Says She Was 'Slaughtered' For Dating Famous Guys In Her Early 20s
U0734,user_3,Crime,Finance Worker Allegedly Said He Fatally Stabbed His Small Pet Dog In Self-Defense
U0577,user_3,Crime,Prison Officer Suspended In Connection With Escaped Killers
U1871,user_2,Education,Making School Reform a True Civil Rights Movement
U2297,user_2,Education,The Case for Online Education
U8909,user_1,Entertainment,Jimmy Fallon To Host 'Tonight Show' For Six More Years
U1286,user_1,Entertainment,Defamation Suit Against Bill Cosby Dismissed
U5652,user_1,Entertainment,Netflix's 'Single All The Way' Trailer Has Holiday High Jinks And Jennifer Coolidge
U7255,user_3,Crime,"Orlando Vigils Around The World Fight Hate With Love, Unity"
U5240,user_3,Crime,"What to Watch for in the FIFA Case, Part 5: Vague Laws and Prosecutorial Discretion"
U6341,user_2,Education,New Mexico Charter School CEO Steals Public Money For 15 Years. How’s That For Oversight?
U1384,user_1,Entertainment,"'American Horror Story' Season 8 To Be Set In The Very Near, Very Scary Future"
U5662,user_1,Entertainment,Grey's Anatomy Recap: The Audacity of Ellis Grey in 'Only Mama Knows'
U0534,user_2,Education,Teaching The Not Visible
U7426,user_3,Crime,Jerry Sandusky Guilty: Verdict Reached In Child Molestation Trial Of Former Penn State Football Coach
U9627,user_3,Crime,Cop In Ferguson Suspended For Video Of Bigoted Views
U0547,user_2,Education,Chuck E. Cheese’s Now Offers 'Sensory Sensitive Sundays' For Special Needs Children
U5472,user_1,Entertainment,'Saturday Night Live' Now Has Its First Black Head Writer Since ... EVER
U8480,user_2,Education,"If Life Is a Game, What Are the Rules?"
U0167,user_1,Entertainment,Usher's 4th Of July Fireworks Playlist Draws Ire For Using Too Many Usher Songs
U0193,user_2,Education,Exclusive: Data Show Charter School Students Graduating From College At Three To Five Times National Average
U6691,user_3,Crime,San Francisco-Area Police Beating Of Stanislav Petrov Leads To Lawsuit
U7154,user_3,Crime,Amber Alert Issued After Texas Girl Vanishes From Prayer Service
U7894,user_2,Education,I Was Blocked From Facebook For Criticizing School Privatization
U2756,user_1,Entertainment,"Marilyn Manson Accused Of Spitting, Blowing Snot On Woman"
U8210,user_1,Entertainment,"Patti LuPone, Ben Platt Salute Broadway At The Grammys"
U0388,user_3,Crime,Pokemon Geeks Bring Guns To Championship: Cops
U0171,user_2,Education,Don't Raise The Massachusetts Charter Cap Just Yet
U2116,user_1,Entertainment,Blac Chyna And The Kardashians Buried The Hatchet At Dave & Buster's For Khloe’s B-Day
U5436,user_3,Crime,"Matthew Robinson, Disabled Army Veteran, Attacked By Teens On Cleveland Bus: Police"
U6699,user_2,Education,Real Estate Ebb and Flow-Old to Young
U9724,user_3,Crime,"Mass Shooting At New York Halloween Party Leaves 2 Dead, 5 Injured"
U1436,user_1,Entertainment,Movie Review: A Cat in Paris
U3341,user_1,Entertainment,Lea Michele Pays Tribute To Cory Monteith 8 Years After His Death
U7186,user_2,Education,How to Introduce Humor Into Your Wellness Program... and Your Approach to Life
U3607,user_1,Entertainment,One Thing You Missed On 'Game Of Thrones' Hints At A Major Death
U0633,user_1,Entertainment,'Glee' Star Kevin McHale Comes Out By The Power Of Ariana Grande
U9933,user_2,Education,Everything You Need To Know About Applying for Student Loans
U3435,user_1,Entertainment,Scott Baio Wants Donald Trump To 'Relentlessly Attack' Hillary Clinton
U6669,user_2,Education,Of Teachers and Educational Technology
U0866,user_1,Entertainment,Chrissy Teigen Comes For Her Haters With Hilarious Thanksgiving Clapbacks
U9306,user_3,Crime,Scuba Diver Killed While Exploring Deadly Underwater Caverns
U5380,user_2,Education,Cyber Citizenship Heads to Texas Public Middle Schools
U5353,user_1,Entertainment,"Mariah Carey Plans Surprise Album, Ruins Surprise"
U4060,user_2,Education,"Labor Day's  4 ""Work""  Steps for Love"
U4411,user_3,Crime,Cop Pleads Not Guilty In Killing Of Sam DuBose
U6499,user_2,Education,University Of Arizona Prevented Coronavirus Outbreak On Campus By Testing Wastewater
U3456,user_2,Education,Encouraging the Discouraged Reader
U0325,user_2,Education,The Political Is Personal: How The GOP Tax On Tuition Waivers Would Affect My Students
U5700,user_3,Crime,Sheriff Wants To Make It Hard For Heroin Dealers To Sleep At Night In Bizarre Video
U9120,user_1,Entertainment,Gymnast Laurie Hernandez And Val Chmerkovskiy Win 'Dancing With The Stars'
U4922,user_3,Crime,Accused Charleston Shooter Talked About Attacking College: Friend
U5698,user_2,Education,3 Tips for A Happy Financial New Year
U7689,user_3,Crime,Photos Show 'Person Of Interest' Linked To Body Parts In Suitcase
U3250,user_2,Education,"The Focus Room, and the Other Side of the Story"
U6410,user_1,Entertainment,Kristin Davis Reveals She Auditioned For A Major 'Friends' Role
U5308,user_1,Entertainment,Celebs Welcome Spring Weather By Breaking Out The Bikinis
U7675,user_1,Entertainment,How Universal Studios Hollywood Uses Krusty Burger  to Keep Theme Park Guests from Peeking at Harry Potter
U8922,user_2,Education,The Elephant in the School Failure Debate
U4531,user_1,Entertainment,Miss Piggy Sings A Lauryn Hill Classic In This Glorious New Mashup
U4004,user_2,Education,The Teacher as Expert Movement
U7284,user_1,Entertainment,People Are Upset (Yawn) That Malia Obama Skipped The DNC For Lollapalooza
U5769,user_1,Entertainment,Anthony Blasted Lee's 'Invisible Racism' On 'The Bachelorette' During 'Men Tell All'
U9195,user_3,Crime,"5 Men Gang Raped Woman In New York Park, Police Say"
U2770,user_3,Crime,"13 Shot, 10 Dead In 'Racially Motivated Hate Crime' At Buffalo Supermarket: Sheriff"
U2362,user_3,Crime,Prosecution Rests In Sex-abuse Trial Of Ghislaine Maxwell
U5207,user_3,Crime,Prisoner Takes Down Fellow Inmate During Vicious Attack On Officer
U5606,user_1,Entertainment,"Harry Potter Grows Up, Gets Horny: Director Alexandre Aja Talks Horns -- The CFQ Interview Podcast"
U2413,user_1,Entertainment,And Now Kid Rock Wants People To Sign Up To Vote At His Concerts
U4080,user_2,Education,What We Feed Students -- But Also How We Feed Them
U0401,user_1,Entertainment,Eric Clapton Is Now Funding An Anti-Vaccine Band For 'Great Work' They're Doing
U6405,user_1,Entertainment,Hip Hop Hooray: A Wonderful Glimpse Into a Cultural Phenomenon
U0889,user_3,Crime,"Suspected MS-13 Gang Member Arrested In Park Stabbing, Dismembering: Cops"
U8222,user_1,Entertainment,Grace VanderWaal Celebrated Turning 13 In Style
U7370,user_2,Education,Don't Bother With Yale: Even the Most Excellent Sheep are Still Part of a Herd
U0497,user_1,Entertainment,Watching Leslie Jones Watch The Olympics Is Better Than The Actual Olympics
U6085,user_3,Crime,Jury Awards $3 Million In Damages Over Rolling Stone Rape Story
U3316,user_2,Education,There's a Diploma for That
U8493,user_1,Entertainment,What's New On Netflix In March 2016?
U4906,user_1,Entertainment,Theater: 'Bare'-ly Catholic; A Too 'Civil' Christmas; Decent 'Drood'
U8798,user_1,Entertainment,Steven Spielberg & James Bond: Director Says He Was Denied Chance To Direct 007 Film
U6223,user_3,Crime,Top Aides Were Aware Of Laquan McDonald Details Months Before Emanuel Says He Knew
U1304,user_1,Entertainment,Demi Lovato Performs 'Cool Summer' In Bra Top And Gladiator Boots
U5073,user_1,Entertainment,"James Gunn To Write, Possibly Direct, Next 'Suicide Squad' Film"
U5977,user_3,Crime,Las Vegas Shooter Had 50 Pounds Of An Explosive Substance In His Car
U9989,user_2,Education,Community College and the American Dream
U8370,user_2,Education,Brainstorming Middle School
U2277,user_2,Education,Set To Stun
U5047,user_3,Crime,New Mexico Library Accuses Couple Of Urinating On Qurans
U3668,user_1,Entertainment,"Donald Trump, Please Remember Your Past Interest In The Environment"
U8545,user_2,Education,The Elementary Education Of Donald Trump
U2659,user_1,Entertainment,'Billions' Creators On Season 2 And The Looming Influence Of Trump
U7690,user_2,Education,10 Ways to Inspire a Love of Learning
U8261,user_1,Entertainment,"Filming Killing: 'Silvered Water, Syria Self-Portrait' by Ossama Mohammed and Wiam Simav Bedirxan"
U1746,user_3,Crime,Dallas County To Start Confiscating Guns From Domestic Abusers
U4634,user_2,Education,Educational Reform: Ten Exercises in Heart Intelligence
U9538,user_2,Education,Texas District Says Students Protesting Gun Violence Will Get Suspended
U5450,user_2,Education,Toronto Cancels U.S. Class Trips Due To Trump Travel Ban Concerns
U1140,user_3,Crime,Body Found In Barrel Near City Hall
U0855,user_2,Education,BerkleeICE & beIN SPORTS Create The Soundtrack Of Copa America
U7773,user_3,Crime,Man Found Adrift In Ocean A Week After Vanishing With Mom
U3308,user_3,Crime,Charleston Shooter Dylann Roof Confesses In Chilling Video: 'I Did It'
U8919,user_3,Crime,Eyewitnesses Recount Gunfire At Las Vegas Shooting: 'The Shots Just Kept Going'
U9386,user_2,Education,Michigan Schools: An Example Of Needed Vigilance Nationwide
U8620,user_1,Entertainment,Paul Simon's Graceland Turns 25 -- Part Three: The Boycott
U4346,user_1,Entertainment,What Happened When Shonda Rhimes Was Called An 'Angry Black Woman'
U1414,user_3,Crime,​A ​Courageous Reporter And A Corrupt Chinese Communist Official
U2227,user_1,Entertainment,7 Celebrity Face Swaps That'll Definitely Give You Nightmares
U5335,user_2,Education,My Students Don't Need More Debt
U9073,user_2,Education,An Obituary for an Unattained Education Goal
U3718,user_1,Entertainment,Jeff Bridges Brings The Dude Back For One Night
U5507,user_3,Crime,Warrant Issued In Case Of Mutilated Exotic Dancer
U5465,user_1,Entertainment,Dan Rather Faces A Hard 'Truth' In Exclusive Clip Featuring Cate Blanchett And Robert Redford
U9552,user_1,Entertainment,Kris And Bruce Jenner Finally File For Divorce
U7452,user_1,Entertainment,Kevin Smith Announces 'Jay And Silent Bob Reboot'
U8488,user_2,Education,What's The Future Of Corporate School Reform During The Trump Administration?
U3417,user_2,Education,"For Effective Education Policy, Listen to Effective Teachers"
U2537,user_3,Crime,"Frederick Hengl Pleads Not Guilty To Killing, Cooking Wife"
U4506,user_2,Education,The True Story of Public Education in America
U0270,user_3,Crime,Tipsters Help Cops Search For Motive In Theater Attack
U4218,user_3,Crime,Prison Escapee Caught In Florida After 56 Years On The Run
U8450,user_1,Entertainment,First 'Captain America: Civil War' Trailer Revealed At D23 Expo
U6755,user_2,Education,The Global Search for Education: Creative China
U5106,user_3,Crime,DJ Played Snorting 'Peppa Pig' Theme To Cops; They Weren't Happy
U5412,user_1,Entertainment,'Bohemian Rhapsody' As A Live-Action Film Is A Frightening Crime Drama
U1246,user_3,Crime,Robbers Who Make Victims Strip Still On The Loose
U7094,user_1,Entertainment,Mac Miller Totally Destroys Donald Trump On 'The Nightly Show'
U9304,user_1,Entertainment,Charles Dance Just Dropped A Major 'Game Of Thrones' Spoiler
U8154,user_2,Education,What Little League Baseball Tells Us About the Skills Gap
U6746,user_1,Entertainment,Jennifer Aniston Shares Behind-The-Scenes Photos From 'Friends' Reunion
U4785,user_2,Education,Ravitch Responds To DeVos And School Privatization
U6670,user_1,Entertainment,"After Mueller Report, Jim Carrey Sarcastically Asks: 'How Could I Be So Wrong?'"
U8448,user_3,Crime,Gunmen 'Execute' Ex-Gang Member Months After Obama Commuted His Sentence: Cops
U7474,user_2,Education,"Kindergarten Readiness, Part 2"
U3541,user_1,Entertainment,This Political 'Captain America' Mashup Is The Perfect Election Explainer
U2812,user_1,Entertainment,Sandy Hook Choir & Super Bowl: Children Join Jennifer Hudson For 'America The Beautiful'
U6436,user_1,Entertainment,You Can Now Stream 'The O.C.' In Its Entirety On CW Seed
U1014,user_3,Crime,Girl Hospitalized After Getting Boiling Water Poured On Face At Sleepover
U8264,user_3,Crime,Autopsy Shows Police Shot Zachary Hammond In The Back And Side
U9850,user_1,Entertainment,A Wrenching New Ferguson Documentary Asks: How Can We Start A Revolution?
U1030,user_1,Entertainment,"In The 'Bad Moms Christmas' Trailer, The Bad Moms' Moms Are Crashing The Party"
U7870,user_3,Crime,Martin Shkreli's Former Lawyer Convicted Of Helping Him To Defraud Pharmaceutical Firm
U5518,user_3,Crime,New Video Evidence Emerges In Waco Biker Shooting
U7101,user_2,Education,6 Things That Barack Obama Did for P-20 Education in 2014
U7241,user_3,Crime,Report: 2 Baylor Football Players Investigated After Sexual Assault Accusations
U9164,user_2,Education,Separation of Church and State -- Part 2: The Tartuffe Factor
U8320,user_2,Education,"Art is essential, not extra"
U1397,user_1,Entertainment,"Heather North, Who Voiced Scooby Doo's Daphne, Dies at 71"
U5363,user_2,Education,Addressing the Student Debt Crisis: We Can Do More to Encourage Responsible Borrowing
U7129,user_1,Entertainment,"Chrissy Teigen And John Legend Are Ready, Set, Go For Baby No. 2"
U0401,user_1,Entertainment,Someone Spotted A New Pixar Easter Egg From 'The Good Dinosaur'
U5299,user_2,Education,'What’s A White B*tch Like You Doing In A School Like This?'
U5421,user_2,Education,Teach Kids About Africa as if Our Lives Depend Upon It -- and Maybe They Do
U0014,user_3,Crime,He Knew He Was About To Die. So He Sent A Heartbreaking Message To His Family.
U9884,user_2,Education,Technology Is Bringing Back the Apprenticeship Model. It Just Has a Different Name - Mentoring
U5094,user_2,Education,Developing Resiliency in Lethal School Violence Prevention - Part 1 of 2
U8034,user_3,Crime,Pregnant Woman Robbed While Having Labor Contractions
U9856,user_1,Entertainment,Mo Rocca Counsels College Grads To Take It Slow In Heartfelt Commencement Address
U9340,user_2,Education,Beyond Principals: Leadership Assessment Tools for All Educators
U3639,user_2,Education,"Yes, Hamilton Was Magnificent, But Dinner With Voltaire Was Better"
U7675,user_1,Entertainment,Taylor Swift Pulls All Her Albums From Spotify
U5107,user_2,Education,Celebrating July Fourth Should Mean Questioning United States History
U0821,user_2,Education,Field Guide To Choice Advocates
U8292,user_3,Crime,Officer Caught On Video Punching Woman Resigns
U1993,user_1,Entertainment,Iggy Azalea Says Nick Young Will Have 'Half A Penis' If He Cheats On Her
U5050,user_2,Education,The Ultimate Demise of Common Core - Part I: The Politics
U8332,user_1,Entertainment,Here's The Funniest Thing Donald Trump Has Said Yet
U3160,user_1,Entertainment,Ex-Employee Testifies He Now Doubts R. Kelly Abuse Denials
U0395,user_2,Education,Parkland School District Votes Against Arming Teachers
U8911,user_1,Entertainment,Great Conversations: Paz Vega
U1336,user_2,Education,Are Common Core Standards Actually Data Tags?
U6340,user_2,Education,Doing vs. Thinking: Valuable PhD Transferable Skills
U6295,user_2,Education,Diversity in the Legal Profession Begins With Law School
U2819,user_2,Education,The Global Search For Education: The Millennial Bloggers - What Next After Brexit And The US Election?
U3721,user_2,Education,Best School Day
U4454,user_3,Crime,Police Search For Gunman Who Killed 5 At Mall In Washington State
U7673,user_1,Entertainment,"Magic Of Dragon’s Blood: Natti Vogel Chats New Music, Authenticity, And Day-To-Day Mysticism"
U2882,user_1,Entertainment,What a Wonderful World: Documentary Is Alive and Well -- For Now
U9338,user_2,Education,Safety Is A Top Concern For Indian Students Admitted To US Schools For Fall: Report
U7001,user_1,Entertainment,Mel B Gets 'Revenge' By Stabbing Simon Cowell In 'AGT' Act
U0156,user_1,Entertainment,John Krasinski Needs Help Unbuckling His Seatbelt In This Exclusive Clip
U3150,user_1,Entertainment,Jared Leto Recalls Shock At Emerging From Silent Retreat Into Full-Blown Pandemic
U7167,user_3,Crime,Why Tsarnaev May Never Make It To The Death Chamber
U3396,user_1,Entertainment,"'American Horror Story' Renewed For Season 7, Which Means Jessica Lange Could Come Back"
U3069,user_2,Education,"Yes, It Is True! I Don't Like School Choice! I Admire Teachers' Unions!"
U2530,user_3,Crime,Deputy Investigated After Girlfriend Shoots Herself With His Gun
U0866,user_2,Education,"Double Standard, Double Spacing"
U2041,user_3,Crime,Heather Elvis Missing: 2 In Custody As Hundreds Search For South Carolina Woman
U0440,user_2,Education,"Parents, Share Your Story: How Do You Empower Student Learning?"
U6176,user_3,Crime,"Dayton Air Show: Wing Walker Plane Crash Reported, 2 Dead"
U6850,user_2,Education,Circle Up: Teaching Social-Emotional Skills Year Round
U1947,user_2,Education,Some Details on the Senate-Proposed ESEA Reauthorization
U3499,user_1,Entertainment,Best Holiday Film: It's a Wonderful Life
U0943,user_3,Crime,"Burglars Ram Truck Into Gun Store, Loot Stash Of Weapons: Police"
U1599,user_1,Entertainment,Kim Zolciak Hits The Beach In A Teeny Green Bikini
U7419,user_3,Crime,The Bizarre Plot To Blow Up Target Stores To Tank Company Stock
U9461,user_3,Crime,Holmes' Lawyers Object To Testimony That's Too 'Upsetting'
U0185,user_3,Crime,FBI arrests brother of San Bernardino terrorist and 2 others on marriage fraud charges
U9231,user_2,Education,Why Don’t My Students Want To Be Facebook Friends Any More?
U0742,user_3,Crime,Boy Scouts Face Release Of Damaging Child Sex Abuse Files
U9270,user_1,Entertainment,Kelly Marie Tran Wore Gown From Vietnamese Designer To 'The Last Jedi' Premiere
U4623,user_2,Education,"Arkansas Residents Jim And Alice Walton Pony Up $1,835,000 To Raise Charter Cap In Massachusetts"
U5573,user_3,Crime,Steubenville Rape Trial Verdict To Be Handed Down Today
U9020,user_1,Entertainment,Screenplay for a 60th Wedding Anniversary
U3861,user_1,Entertainment,Fans Freaked Out When Jon Snow Met Daenerys On 'Game Of Thrones'
U0243,user_1,Entertainment,"Kanye West's 'Black Skinhead' To Serve As First Single, Music Video Off 'Yeezus'"
U0192,user_1,Entertainment,Bask In The Glow Of Adele Telling Critics To 'Suck My Dick' Mid-Concert
U6830,user_1,Entertainment,"27 Perfect Tweets About 'The Bachelorette' Season 13, Episode 6"
U0768,user_1,Entertainment,Tracy Morgan To Host 'Saturday Night Live' This Fall
